year,team0,team1,seed,wins,losses,winp,cwins,closses,cwinp,pts,ptspg,fgm,fga,fgp,3pm,3pa,3pp,ftm,fta,ftp,orb,orbpg,drb,drbpg,reb,rebpg,ast,astpg,stl,stlpg,blk,blkpg,tov,tovpg,pf,pfpg,result
2003,Kansas,Arizona,1,0,3,-0.08699999999999997,-3,1,-0.06899999999999995,264.0,0.269999999999996,136.0,166.0,0.02999999999999997,-42.0,-110.0,-0.007999999999999952,30.0,79.0,-0.03199999999999992,10.0,-1.0630000000000006,89.0,0.2680000000000007,98.0,-0.8269999999999982,56.0,0.10300000000000153,85.0,1.9130000000000003,45.0,1.0439999999999996,59.0,0.4800000000000004,29.0,-0.782,0
2003,Arizona,Kansas,-1,0,-3,0.08699999999999997,3,-1,0.06899999999999995,-264.0,-0.269999999999996,-136.0,-166.0,-0.02999999999999997,42.0,110.0,0.007999999999999952,-30.0,-79.0,0.03199999999999992,-10.0,1.0630000000000006,-89.0,-0.2680000000000007,-98.0,0.8269999999999982,-56.0,-0.10300000000000153,-85.0,-1.9130000000000003,-45.0,-1.0439999999999996,-59.0,-0.4800000000000004,-29.0,0.782,1
2003,Oklahoma,South Carolina State,-15,3,-3,0.09999999999999998,-3,1,-0.08299999999999996,-49.0,-1.6329999999999956,14.0,64.0,-0.009000000000000008,69.0,105.0,0.06,-146.0,-216.0,0.009000000000000008,-21.0,-0.7000000000000011,16.0,0.5329999999999977,-6.0,-0.20000000000000284,117.0,3.9000000000000004,-31.0,-1.0339999999999998,27.0,0.8999999999999999,-213.0,-7.100000000000001,-62.0,-2.067,0
2003,South Carolina State,Oklahoma,15,-3,3,-0.09999999999999998,3,-1,0.08299999999999996,49.0,1.6329999999999956,-14.0,-64.0,0.009000000000000008,-69.0,-105.0,-0.06,146.0,216.0,-0.009000000000000008,21.0,0.7000000000000011,-16.0,-0.5329999999999977,6.0,0.20000000000000284,-117.0,-3.9000000000000004,31.0,1.0339999999999998,-27.0,-0.8999999999999999,213.0,7.100000000000001,62.0,2.067,1
2003,California,NC State,-1,5,-6,0.19099999999999995,6,-4,0.284,-12.0,2.0829999999999984,63.0,106.0,0.009000000000000008,-53.0,-181.0,0.02300000000000002,-80.0,-47.0,-0.07699999999999996,31.0,1.3780000000000001,58.0,2.7070000000000007,87.0,4.017000000000003,26.0,1.4000000000000004,-44.0,-1.2480000000000002,-11.0,-0.274,-11.0,0.10200000000000031,-64.0,-1.5660000000000025,0
2003,NC State,California,1,-5,6,-0.19099999999999995,-6,4,-0.284,12.0,-2.0829999999999984,-63.0,-106.0,-0.009000000000000008,53.0,181.0,-0.02300000000000002,80.0,47.0,0.07699999999999996,-31.0,-1.3780000000000001,-58.0,-2.7070000000000007,-87.0,-4.017000000000003,-26.0,-1.4000000000000004,44.0,1.2480000000000002,11.0,0.274,11.0,-0.10200000000000031,64.0,1.5660000000000025,1
2003,Butler,Mississippi State,7,6,-6,0.20000000000000007,4,-4,0.25,-56.0,-1.8670000000000044,-68.0,-160.0,0.0050000000000000044,84.0,161.0,0.04400000000000004,-3.0,-38.0,0.04599999999999993,-141.0,-4.699999999999999,-138.0,-4.600000000000001,-281.0,-9.365999999999996,-51.0,-1.6999999999999993,-70.0,-2.333,-57.0,-1.9000000000000001,-151.0,-5.0329999999999995,8.0,0.26700000000000124,0
2003,Mississippi State,Butler,-7,-6,6,-0.20000000000000007,-4,4,-0.25,56.0,1.8670000000000044,68.0,160.0,-0.0050000000000000044,-84.0,-161.0,-0.04400000000000004,3.0,38.0,-0.04599999999999993,141.0,4.699999999999999,138.0,4.600000000000001,281.0,9.365999999999996,51.0,1.6999999999999993,70.0,2.333,57.0,1.9000000000000001,151.0,5.0329999999999995,-8.0,-0.26700000000000124,1
2003,Louisville,Austin Peay,-9,0,0,0.0,-2,2,-0.12400000000000011,315.0,10.5,105.0,230.0,0.0,64.0,167.0,0.006000000000000005,41.0,53.0,0.0050000000000000044,76.0,2.5329999999999995,46.0,1.5330000000000013,122.0,4.0660000000000025,84.0,2.8000000000000007,-3.0,-0.10000000000000053,2.0,0.06599999999999984,-57.0,-1.8999999999999986,130.0,4.334000000000003,0
2003,Austin Peay,Louisville,9,0,0,0.0,2,-2,0.12400000000000011,-315.0,-10.5,-105.0,-230.0,0.0,-64.0,-167.0,-0.006000000000000005,-41.0,-53.0,-0.0050000000000000044,-76.0,-2.5329999999999995,-46.0,-1.5330000000000013,-122.0,-4.0660000000000025,-84.0,-2.8000000000000007,3.0,0.10000000000000053,-2.0,-0.06599999999999984,57.0,1.8999999999999986,-130.0,-4.334000000000003,1
2003,Oklahoma State,Pennsylvania ,-5,-1,4,-0.11499999999999999,-4,6,-0.375,196.0,-0.48499999999999943,103.0,280.0,-0.017000000000000015,-96.0,-197.0,-0.03699999999999998,87.0,167.0,-0.04499999999999993,103.0,2.559000000000001,60.0,-0.31099999999999994,163.0,2.2440000000000033,-25.0,-2.319000000000001,72.0,1.6820000000000013,110.0,3.4519999999999995,88.0,1.641,125.0,2.389000000000003,0
2003,Pennsylvania ,Oklahoma State,5,1,-4,0.11499999999999999,4,-6,0.375,-196.0,0.48499999999999943,-103.0,-280.0,0.017000000000000015,96.0,197.0,0.03699999999999998,-87.0,-167.0,0.04499999999999993,-103.0,-2.559000000000001,-60.0,0.31099999999999994,-163.0,-2.2440000000000033,25.0,2.319000000000001,-72.0,-1.6820000000000013,-110.0,-3.4519999999999995,-88.0,-1.641,-125.0,-2.389000000000003,1
2003,Syracuse,Manhattan,-11,3,-4,0.136,-1,-1,0.03400000000000003,114.0,6.792000000000002,96.0,138.0,0.01799999999999996,-8.0,1.0,-0.01899999999999996,-70.0,-8.0,-0.09300000000000008,-34.0,-0.7080000000000002,-41.0,-0.532,-76.0,-1.274000000000001,32.0,1.638,-25.0,-0.5650000000000013,98.0,3.638,-16.0,-0.07399999999999984,-155.0,-4.7520000000000024,0
2003,Manhattan,Syracuse,11,-3,4,-0.136,1,1,-0.03400000000000003,-114.0,-6.792000000000002,-96.0,-138.0,-0.01799999999999996,8.0,-1.0,0.01899999999999996,70.0,8.0,0.09300000000000008,34.0,0.7080000000000002,41.0,0.532,76.0,1.274000000000001,-32.0,-1.638,25.0,0.5650000000000013,-98.0,-3.638,16.0,0.07399999999999984,155.0,4.7520000000000024,1
2003,Auburn,Saint Joseph's,3,-1,3,-0.08199999999999996,-5,6,-0.36200000000000004,149.0,0.25,100.0,134.0,0.02300000000000002,-56.0,-120.0,-0.02400000000000002,5.0,37.0,-0.03200000000000003,66.0,1.5020000000000007,29.0,-0.5199999999999996,95.0,0.9849999999999994,14.0,-0.4450000000000003,41.0,0.8579999999999997,-3.0,-0.4549999999999992,127.0,3.282,-36.0,-2.372,0
2003,Saint Joseph's,Auburn,-3,1,-3,0.08199999999999996,5,-6,0.36200000000000004,-149.0,-0.25,-100.0,-134.0,-0.02300000000000002,56.0,120.0,0.02400000000000002,-5.0,-37.0,0.03200000000000003,-66.0,-1.5020000000000007,-29.0,0.5199999999999996,-95.0,-0.9849999999999994,-14.0,0.4450000000000003,-41.0,-0.8579999999999997,3.0,0.4549999999999992,-127.0,-3.282,36.0,2.372,1
2003,Wake Forest,East Tennessee State,-13,2,-3,0.09199999999999997,1,-1,0.062000000000000055,-196.0,-3.918999999999997,-117.0,-213.0,-0.010000000000000009,15.0,50.0,-0.0050000000000000044,23.0,9.0,0.02200000000000002,14.0,0.9160000000000004,32.0,1.926000000000002,48.0,2.909000000000006,-18.0,-0.11399999999999899,-156.0,-4.986000000000001,-28.0,-0.7840000000000007,-105.0,-3.005000000000001,-32.0,-0.4529999999999994,0
2003,East Tennessee State,Wake Forest,13,-2,3,-0.09199999999999997,-1,1,-0.062000000000000055,196.0,3.918999999999997,117.0,213.0,0.010000000000000009,-15.0,-50.0,0.0050000000000000044,-23.0,-9.0,-0.02200000000000002,-14.0,-0.9160000000000004,-32.0,-1.926000000000002,-48.0,-2.909000000000006,18.0,0.11399999999999899,156.0,4.986000000000001,28.0,0.7840000000000007,105.0,3.005000000000001,32.0,0.4529999999999994,1
2003,Oklahoma,California,-7,2,-1,0.04300000000000004,-1,-1,0.028000000000000025,-25.0,-3.3160000000000025,-35.0,-7.0,-0.019000000000000017,38.0,75.0,0.017000000000000015,7.0,-8.0,0.02199999999999991,35.0,0.8219999999999992,29.0,0.19299999999999784,65.0,1.0499999999999972,-39.0,-1.8330000000000002,18.0,0.3810000000000002,32.0,0.9739999999999998,-55.0,-2.3020000000000014,64.0,1.5660000000000025,0
2003,California,Oklahoma,7,-2,1,-0.04300000000000004,1,1,-0.028000000000000025,25.0,3.3160000000000025,35.0,7.0,0.019000000000000017,-38.0,-75.0,-0.017000000000000015,-7.0,8.0,-0.02199999999999991,-35.0,-0.8219999999999992,-29.0,-0.19299999999999784,-65.0,-1.0499999999999972,39.0,1.8330000000000002,-18.0,-0.3810000000000002,-32.0,-0.9739999999999998,55.0,2.3020000000000014,-64.0,-1.5660000000000025,1
2003,Butler,Louisville,8,4,-4,0.133,3,-3,0.18700000000000006,-406.0,-13.533000000000001,-117.0,-311.0,0.01699999999999996,-3.0,-52.0,0.025000000000000022,-168.0,-259.0,0.026000000000000023,-163.0,-5.433,-171.0,-5.700000000000003,-335.0,-11.166,-113.0,-3.7669999999999995,-25.0,-0.8329999999999993,-87.0,-2.8999999999999995,-83.0,-2.766,-195.0,-6.5,0
2003,Louisville,Butler,-8,-4,4,-0.133,-3,3,-0.18700000000000006,406.0,13.533000000000001,117.0,311.0,-0.01699999999999996,3.0,52.0,-0.025000000000000022,168.0,259.0,-0.026000000000000023,163.0,5.433,171.0,5.700000000000003,335.0,11.166,113.0,3.7669999999999995,25.0,0.8329999999999993,87.0,2.8999999999999995,83.0,2.766,195.0,6.5,1
2003,Syracuse,Oklahoma State,-3,5,-7,0.2290000000000001,3,-3,0.18700000000000006,232.0,13.263999999999996,97.0,136.0,0.019999999999999962,5.0,70.0,-0.046999999999999986,33.0,13.0,0.03499999999999992,38.0,2.1639999999999997,32.0,2.771000000000001,69.0,4.902999999999999,58.0,2.9670000000000005,-25.0,-0.26000000000000156,42.0,1.9000000000000004,-49.0,-0.7100000000000009,-123.0,-2.953000000000003,0
2003,Oklahoma State,Syracuse,3,-5,7,-0.2290000000000001,-3,3,-0.18700000000000006,-232.0,-13.263999999999996,-97.0,-136.0,-0.019999999999999962,-5.0,-70.0,0.046999999999999986,-33.0,-13.0,-0.03499999999999992,-38.0,-2.1639999999999997,-32.0,-2.771000000000001,-69.0,-4.902999999999999,-58.0,-2.9670000000000005,25.0,0.26000000000000156,-42.0,-1.9000000000000004,49.0,0.7100000000000009,123.0,2.953000000000003,1
2003,Auburn,Wake Forest,8,-1,3,-0.08199999999999996,-5,5,-0.312,-77.0,-7.543000000000006,45.0,54.0,0.01100000000000001,0.0,0.0,0.0,-167.0,-136.0,-0.10199999999999998,-43.0,-2.2569999999999997,-64.0,-3.7270000000000003,-109.0,-6.050000000000004,-6.0,-1.1340000000000003,64.0,1.6509999999999998,28.0,0.6140000000000008,62.0,1.0410000000000004,-26.0,-2.027000000000001,0
2003,Wake Forest,Auburn,-8,1,-3,0.08199999999999996,5,-5,0.312,77.0,7.543000000000006,-45.0,-54.0,-0.01100000000000001,0.0,0.0,0.0,167.0,136.0,0.10199999999999998,43.0,2.2569999999999997,64.0,3.7270000000000003,109.0,6.050000000000004,6.0,1.1340000000000003,-64.0,-1.6509999999999998,-28.0,-0.6140000000000008,-62.0,-1.0410000000000004,26.0,2.027000000000001,1
2003,Oklahoma,Butler,-11,-4,4,-0.133,-2,2,-0.125,86.0,2.8670000000000044,36.0,183.0,-0.02999999999999997,-27.0,-78.0,0.006000000000000005,40.0,67.0,-0.015000000000000013,123.0,4.1,137.0,4.567,261.0,8.7,41.0,1.366999999999999,16.0,0.5329999999999995,58.0,1.934,39.0,1.299999999999999,73.0,2.433,0
2003,Butler,Oklahoma,11,4,-4,0.133,2,-2,0.125,-86.0,-2.8670000000000044,-36.0,-183.0,0.02999999999999997,27.0,78.0,-0.006000000000000005,-40.0,-67.0,0.015000000000000013,-123.0,-4.1,-137.0,-4.567,-261.0,-8.7,-41.0,-1.366999999999999,-16.0,-0.5329999999999995,-58.0,-1.934,-39.0,-1.299999999999999,-73.0,-2.433,1
2003,Syracuse,Auburn,-7,5,-8,0.252,6,-6,0.37400000000000005,126.0,12.093000000000004,45.0,93.0,0.0009999999999999454,-25.0,-54.0,-0.013999999999999957,61.0,49.0,0.041999999999999926,29.0,2.2379999999999995,33.0,3.5390000000000015,63.0,5.810000000000002,17.0,2.048,-9.0,0.5419999999999998,52.0,2.4029999999999996,-105.0,-2.046000000000001,-26.0,0.8269999999999982,0
2003,Auburn,Syracuse,7,-5,8,-0.252,-6,6,-0.37400000000000005,-126.0,-12.093000000000004,-45.0,-93.0,-0.0009999999999999454,25.0,54.0,0.013999999999999957,-61.0,-49.0,-0.041999999999999926,-29.0,-2.2379999999999995,-33.0,-3.5390000000000015,-63.0,-5.810000000000002,-17.0,-2.048,9.0,-0.5419999999999998,-52.0,-2.4029999999999996,105.0,2.046000000000001,26.0,-0.8269999999999982,1
2003,Syracuse,Oklahoma,2,3,-5,0.16200000000000003,1,-1,0.062000000000000055,188.0,11.796999999999997,90.0,111.0,0.021999999999999964,-72.0,-109.0,-0.064,80.0,127.0,-0.015000000000000013,42.0,2.2970000000000006,14.0,2.171000000000003,56.0,4.469000000000001,9.0,1.3330000000000002,33.0,1.6739999999999995,97.0,3.733,35.0,2.09,-76.0,-1.3860000000000028,0
2003,Oklahoma,Syracuse,-2,-3,5,-0.16200000000000003,-1,1,-0.062000000000000055,-188.0,-11.796999999999997,-90.0,-111.0,-0.021999999999999964,72.0,109.0,0.064,-80.0,-127.0,0.015000000000000013,-42.0,-2.2970000000000006,-14.0,-2.171000000000003,-56.0,-4.469000000000001,-9.0,-1.3330000000000002,-33.0,-1.6739999999999995,-97.0,-3.733,-35.0,-2.09,76.0,1.3860000000000028,1
2003,Texas,UNC Asheville,-15,6,-8,0.25,5,-5,0.31200000000000006,41.0,6.623999999999995,38.0,34.0,0.014000000000000012,-32.0,-65.0,-0.017000000000000015,-3.0,38.0,-0.04800000000000004,80.0,3.66,11.0,2.024000000000001,91.0,5.683,0.0,0.9670000000000005,-37.0,-0.8070000000000004,15.0,0.7570000000000001,-109.0,-2.7399999999999984,-7.0,1.1239999999999988,0
2003,UNC Asheville,Texas,15,-6,8,-0.25,-5,5,-0.31200000000000006,-41.0,-6.623999999999995,-38.0,-34.0,-0.014000000000000012,32.0,65.0,0.017000000000000015,3.0,-38.0,0.04800000000000004,-80.0,-3.66,-11.0,-2.024000000000001,-91.0,-5.683,0.0,-0.9670000000000005,37.0,0.8070000000000004,-15.0,-0.7570000000000001,109.0,2.7399999999999984,7.0,-1.1239999999999988,1
2003,Purdue,LSU,1,1,-4,0.09800000000000009,3,-3,0.187,-261.0,-1.475999999999999,-168.0,-187.0,-0.05099999999999999,-67.0,-112.0,-0.05499999999999999,136.0,102.0,0.09699999999999998,-33.0,-0.14100000000000001,-112.0,-1.4559999999999995,-145.0,-1.600999999999999,-172.0,-4.3870000000000005,-46.0,-0.7859999999999996,-47.0,-1.2319999999999998,-48.0,-0.22799999999999976,50.0,3.5380000000000003,0
2003,LSU,Purdue,-1,-1,4,-0.09800000000000009,-3,3,-0.187,261.0,1.475999999999999,168.0,187.0,0.05099999999999999,67.0,112.0,0.05499999999999999,-136.0,-102.0,-0.09699999999999998,33.0,0.14100000000000001,112.0,1.4559999999999995,145.0,1.600999999999999,172.0,4.3870000000000005,46.0,0.7859999999999996,47.0,1.2319999999999998,48.0,0.22799999999999976,-50.0,-3.5380000000000003,1
2003,Connecticut,Brigham Young,-7,0,-1,0.02300000000000002,0,2,-0.08899999999999997,155.0,7.581000000000003,141.0,280.0,0.0050000000000000044,-10.0,-31.0,0.0040000000000000036,-117.0,-86.0,-0.07899999999999996,119.0,4.275,81.0,3.461000000000002,199.0,7.702999999999996,59.0,2.41,-37.0,-1.0019999999999998,151.0,5.119999999999999,47.0,2.0169999999999995,-113.0,-3.0549999999999997,0
2003,Brigham Young,Connecticut,7,0,1,-0.02300000000000002,0,-2,0.08899999999999997,-155.0,-7.581000000000003,-141.0,-280.0,-0.0050000000000000044,10.0,31.0,-0.0040000000000000036,117.0,86.0,0.07899999999999996,-119.0,-4.275,-81.0,-3.461000000000002,-199.0,-7.702999999999996,-59.0,-2.41,37.0,1.0019999999999998,-151.0,-5.119999999999999,-47.0,-2.0169999999999995,113.0,3.0549999999999997,1
2003,Stanford,San Diego,-9,4,-2,0.08899999999999997,4,0,0.06400000000000006,44.0,-3.466000000000008,47.0,233.0,-0.035999999999999976,9.0,67.0,-0.028000000000000025,-64.0,-112.0,0.015000000000000013,84.0,2.029,4.0,-1.4989999999999988,89.0,0.5640000000000001,-36.0,-2.247,14.0,0.09800000000000075,3.0,-0.1280000000000001,-77.0,-3.6359999999999975,-11.0,-1.6560000000000024,0
2003,San Diego,Stanford,9,-4,2,-0.08899999999999997,-4,0,-0.06400000000000006,-44.0,3.466000000000008,-47.0,-233.0,0.035999999999999976,-9.0,-67.0,0.028000000000000025,64.0,112.0,-0.015000000000000013,-84.0,-2.029,-4.0,1.4989999999999988,-89.0,-0.5640000000000001,36.0,2.247,-14.0,-0.09800000000000075,-3.0,0.1280000000000001,77.0,3.6359999999999975,11.0,1.6560000000000024,1
2003,Maryland,UNC Wilmington,-5,-5,2,-0.09600000000000009,-3,1,-0.08299999999999996,121.0,12.411000000000001,43.0,83.0,0.0020000000000000018,-14.0,-76.0,0.030000000000000027,49.0,58.0,0.015000000000000013,72.0,3.678000000000001,53.0,4.3919999999999995,126.0,8.104,89.0,4.926,29.0,2.096,128.0,4.952,47.0,3.0139999999999993,-21.0,1.2710000000000008,0
2003,UNC Wilmington,Maryland,5,5,-2,0.09600000000000009,3,-1,0.08299999999999996,-121.0,-12.411000000000001,-43.0,-83.0,-0.0020000000000000018,14.0,76.0,-0.030000000000000027,-49.0,-58.0,-0.015000000000000013,-72.0,-3.678000000000001,-53.0,-4.3919999999999995,-126.0,-8.104,-89.0,-4.926,-29.0,-2.096,-128.0,-4.952,-47.0,-3.0139999999999993,21.0,-1.2710000000000008,1
2003,Xavier,Troy,-11,-2,1,-0.038999999999999924,1,-1,0.06299999999999994,-150.0,-2.3149999999999977,-90.0,-285.0,0.019000000000000017,-109.0,-356.0,0.022999999999999965,132.0,131.0,0.05700000000000005,-58.0,-1.4640000000000004,-12.0,0.38599999999999923,-70.0,-1.0769999999999982,13.0,0.952,-139.0,-4.3069999999999995,-70.0,-2.161,-27.0,-0.45199999999999996,-39.0,-0.7510000000000012,0
2003,Troy,Xavier,11,2,-1,0.038999999999999924,-1,1,-0.06299999999999994,150.0,2.3149999999999977,90.0,285.0,-0.019000000000000017,109.0,356.0,-0.022999999999999965,-132.0,-131.0,-0.05700000000000005,58.0,1.4640000000000004,12.0,-0.38599999999999923,70.0,1.0769999999999982,-13.0,-0.952,139.0,4.3069999999999995,70.0,2.161,27.0,0.45199999999999996,39.0,0.7510000000000012,1
2003,Michigan State,Colorado,-3,2,-2,0.06499999999999995,1,-1,0.06299999999999994,-257.0,-8.290000000000006,-128.0,-307.0,0.0050000000000000044,-1.0,-53.0,0.03899999999999998,-11.0,-68.0,0.051999999999999935,-118.0,-3.805999999999999,-123.0,-3.968,-241.0,-7.774000000000001,11.0,0.3550000000000004,8.0,0.258,-93.0,-2.9999999999999996,3.0,0.09699999999999953,66.0,2.1290000000000013,0
2003,Colorado,Michigan State,3,-2,2,-0.06499999999999995,-1,1,-0.06299999999999994,257.0,8.290000000000006,128.0,307.0,-0.0050000000000000044,1.0,53.0,-0.03899999999999998,11.0,68.0,-0.051999999999999935,118.0,3.805999999999999,123.0,3.968,241.0,7.774000000000001,-11.0,-0.3550000000000004,-8.0,-0.258,93.0,2.9999999999999996,-3.0,-0.09699999999999953,-66.0,-2.1290000000000013,1
2003,Florida,Sam Houston State,-13,0,2,-0.051000000000000045,-5,1,-0.09999999999999998,223.0,2.4550000000000125,102.0,173.0,0.011999999999999955,82.0,162.0,0.03500000000000003,-64.0,-89.0,-0.0020000000000000018,17.0,-0.14300000000000068,-17.0,-2.157,-1.0,-2.335000000000001,33.0,0.004999999999999005,-11.0,-0.9159999999999995,-40.0,-1.662,-41.0,-2.331999999999999,-38.0,-2.4760000000000026,0
2003,Sam Houston State,Florida,13,0,-2,0.051000000000000045,5,-1,0.09999999999999998,-223.0,-2.4550000000000125,-102.0,-173.0,-0.011999999999999955,-82.0,-162.0,-0.03500000000000003,64.0,89.0,0.0020000000000000018,-17.0,0.14300000000000068,17.0,2.157,1.0,2.335000000000001,-33.0,-0.004999999999999005,11.0,0.9159999999999995,40.0,1.662,41.0,2.331999999999999,38.0,2.4760000000000026,1
2003,Texas,Purdue,-8,2,-2,0.07099999999999995,3,-3,0.18700000000000006,199.0,7.106999999999999,121.0,228.0,0.013000000000000012,22.0,37.0,0.020999999999999963,-59.0,-53.0,-0.029000000000000026,150.0,5.357000000000001,72.0,2.570999999999998,223.0,7.963999999999999,70.0,2.5,-23.0,-0.8210000000000006,26.0,0.9280000000000004,-7.0,-0.25,13.0,0.46399999999999864,0
2003,Purdue,Texas,8,-2,2,-0.07099999999999995,-3,3,-0.18700000000000006,-199.0,-7.106999999999999,-121.0,-228.0,-0.013000000000000012,-22.0,-37.0,-0.020999999999999963,59.0,53.0,0.029000000000000026,-150.0,-5.357000000000001,-72.0,-2.570999999999998,-223.0,-7.963999999999999,-70.0,-2.5,23.0,0.8210000000000006,-26.0,-0.9280000000000004,7.0,0.25,-13.0,-0.46399999999999864,1
2003,Connecticut,Stanford,1,0,-1,0.02300000000000002,-4,2,-0.15300000000000002,161.0,7.775000000000006,91.0,70.0,0.03199999999999997,-33.0,-133.0,0.031000000000000028,12.0,18.0,0.0,16.0,0.952,53.0,2.558,68.0,3.4769999999999968,20.0,1.152000000000001,5.0,0.3519999999999994,128.0,4.378,25.0,1.3069999999999986,-25.0,-0.21599999999999753,0
2003,Stanford,Connecticut,-1,0,1,-0.02300000000000002,4,-2,0.15300000000000002,-161.0,-7.775000000000006,-91.0,-70.0,-0.03199999999999997,33.0,133.0,-0.031000000000000028,-12.0,-18.0,0.0,-16.0,-0.952,-53.0,-2.558,-68.0,-3.4769999999999968,-20.0,-1.152000000000001,-5.0,-0.3519999999999994,-128.0,-4.378,-25.0,-1.3069999999999986,25.0,0.21599999999999753,1
2003,Maryland,Xavier,3,-5,2,-0.09600000000000009,-3,3,-0.18799999999999994,-85.0,5.545000000000002,20.0,8.0,0.009000000000000008,-3.0,-56.0,0.03600000000000003,-121.0,-127.0,-0.04300000000000004,-34.0,0.14500000000000135,-10.0,2.2920000000000016,-44.0,2.4369999999999976,34.0,3.093,141.0,5.829,94.0,3.8190000000000004,1.0,1.4809999999999999,60.0,3.971,0
2003,Xavier,Maryland,-3,5,-2,0.09600000000000009,3,-3,0.18799999999999994,85.0,-5.545000000000002,-20.0,-8.0,-0.009000000000000008,3.0,56.0,-0.03600000000000003,121.0,127.0,0.04300000000000004,34.0,-0.14500000000000135,10.0,-2.2920000000000016,44.0,-2.4369999999999976,-34.0,-3.093,-141.0,-5.829,-94.0,-3.8190000000000004,-1.0,-1.4809999999999999,-60.0,-3.971,1
2003,Michigan State,Florida,5,-1,1,-0.03200000000000003,-2,2,-0.125,-269.0,-8.677000000000007,-119.0,-161.0,-0.02699999999999997,-117.0,-267.0,-0.029000000000000026,76.0,87.0,0.02200000000000002,-35.0,-1.1289999999999996,12.0,0.38700000000000045,-23.0,-0.7419999999999973,-83.0,-2.6769999999999996,-43.0,-1.3870000000000005,-14.0,-0.4520000000000004,21.0,0.6769999999999996,90.0,2.9030000000000022,0
2003,Florida,Michigan State,-5,1,-1,0.03200000000000003,2,-2,0.125,269.0,8.677000000000007,119.0,161.0,0.02699999999999997,117.0,267.0,0.029000000000000026,-76.0,-87.0,-0.02200000000000002,35.0,1.1289999999999996,-12.0,-0.38700000000000045,23.0,0.7419999999999973,83.0,2.6769999999999996,43.0,1.3870000000000005,14.0,0.4520000000000004,-21.0,-0.6769999999999996,-90.0,-2.9030000000000022,1
2003,Texas,Connecticut,-4,-1,-1,0.017000000000000015,3,-3,0.18700000000000006,-193.0,-1.176000000000002,-102.0,-120.0,-0.024999999999999967,-18.0,1.0,-0.039000000000000035,29.0,2.0,0.041999999999999926,11.0,1.3600000000000012,-93.0,-1.4430000000000014,-81.0,-0.04999999999999716,-66.0,-1.2330000000000005,1.0,0.45999999999999996,-124.0,-3.8759999999999994,-91.0,-2.139999999999999,21.0,2.0569999999999986,0
2003,Connecticut,Texas,4,1,1,-0.017000000000000015,-3,3,-0.18700000000000006,193.0,1.176000000000002,102.0,120.0,0.024999999999999967,18.0,-1.0,0.039000000000000035,-29.0,-2.0,-0.041999999999999926,-11.0,-1.3600000000000012,93.0,1.4430000000000014,81.0,0.04999999999999716,66.0,1.2330000000000005,-1.0,-0.45999999999999996,124.0,3.8759999999999994,91.0,2.139999999999999,-21.0,-2.0569999999999986,1
2003,Michigan State,Maryland,1,3,1,0.006000000000000005,-2,2,-0.125,-178.0,-16.552000000000007,-109.0,-183.0,-0.015000000000000013,-36.0,-56.0,-0.03300000000000003,65.0,70.0,0.02300000000000002,-52.0,-3.3260000000000005,9.0,-3.097999999999999,-43.0,-6.4239999999999995,-103.0,-5.850999999999999,-107.0,-4.909,-72.0,-3.2070000000000003,43.0,-0.48099999999999987,82.0,0.10200000000000031,0
2003,Maryland,Michigan State,-1,-3,-1,-0.006000000000000005,2,-2,0.125,178.0,16.552000000000007,109.0,183.0,0.015000000000000013,36.0,56.0,0.03300000000000003,-65.0,-70.0,-0.02300000000000002,52.0,3.3260000000000005,-9.0,3.097999999999999,43.0,6.4239999999999995,103.0,5.850999999999999,107.0,4.909,72.0,3.2070000000000003,-43.0,0.48099999999999987,-82.0,-0.10200000000000031,1
2003,Texas,Michigan State,-6,-1,-2,0.040000000000000036,3,-3,0.18700000000000006,124.0,11.631,69.0,157.0,0.0,11.0,51.0,-0.016000000000000014,-14.0,-9.0,-0.01100000000000001,124.0,5.441000000000001,-22.0,1.695999999999998,102.0,7.1370000000000005,-20.0,0.7579999999999991,-19.0,0.006000000000000227,-5.0,0.2120000000000002,-59.0,-0.6069999999999993,-44.0,0.5509999999999984,0
